Employee_ID,Risk_Score,Should_Target,Primary_Concern,Outreach_Category,Issue_Count,Issues,Avg_Vibe_Score,Recent_Vibe_Trend,Low_Mood_Flag,Negative_Trend_Flag,Avg_Work_Hours,Max_Work_Hours,Overworked_Flag,Total_Leave_Days,Insufficient_Leave_Flag,Performance_Rating,Has_Improvement_Feedback,Performance_Concern_Flag,Reward_Points,Award_Count,Recognition_Concern_Flag,P_value,B_value,E_value,W_value,V_value,CRS,CRR,P_bin,B_bin,E_bin,W_bin,V_bin,Concern,Sent
EMP0017,3,True,Overworked: High average working hours,workload,2,Overworked: High average working hours; Needs break: Low leave utilization,4.0,0.0,False,False,9.56,9.56,True,3.0,True,4.0,False,False,457.0,1.0,False,0.720580474934037,0.632258064516129,,0.9560000000000001,0.8,0.6377806111158397,0.8229427240204384,High,High,,High,Moderate,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0082,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,4.07,4.07,False,5.0,False,,,False,,,False,,0.5870967741935483,,0.40700000000000003,0.2,0.2474741935483871,0.43038990182328196,,High,,Low,Low,Retaining talent and addressing dissatisfaction early; Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0146,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,7.62,7.62,False,9.0,False,,,False,,,False,,0.4967741935483871,,0.762,0.2,0.2603935483870968,0.4528583450210379,,Moderate,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0064,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,,,False,False,4.4,4.4,False,3.0,True,2.0,True,True,233.0,1.0,False,0.36147757255936674,0.632258064516129,,0.44000000000000006,,0.27436003064090564,0.5776000645071698,Moderate,High,,Low,,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0089,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,,,False,False,8.31,8.31,False,4.0,True,1.0,True,True,476.0,1.0,False,0.27559366754617415,0.6096774193548387,,0.8310000000000001,,0.29063808834794447,0.6118696596798832,Moderate,High,,High,,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0058,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,4.0,0.0,False,False,6.15,8.65,False,4.0,True,1.0,False,True,203.0,1.0,False,0.20356200527704485,0.6096774193548387,,0.615,0.8,0.4946317558941186,0.6382345237343466,Moderate,High,,Moderate,Moderate,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0072,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,6.09,6.09,False,,False,,,False,380.0,1.0,False,0.10026385224274406,,,0.609,0.2,0.14095277044854881,0.29365160510114335,Low,,,Moderate,Low,Retaining talent and addressing dissatisfaction early; Maintaining productivity and ensuring employees meet goals,Yes
EMP0125,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,4.5,0.0,False,False,7.814999999999999,8.68,False,2.0,True,3.0,True,True,,,False,0.44999999999999996,0.6548387096774193,,0.7814999999999999,0.9,0.6018596774193548,0.865985147365978,Moderate,High,,Moderate,Moderate,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0417,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,,,False,12.0,False,,,False,,,False,,0.4290322580645161,,,0.4,0.227258064516129,0.4784380305602716,,Moderate,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0424,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,7.975,9.78,False,9.0,False,,,False,,,False,,0.4967741935483871,,0.7975,0.4,0.32394354838709677,0.5633800841514727,,Moderate,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0111,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.5,0.0,True,False,6.84,8.21,False,9.0,False,,,False,,,False,,0.4967741935483871,,0.6839999999999999,0.3,0.28259354838709677,0.49146704067321184,,Moderate,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0107,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,,,False,False,,,False,2.0,True,4.0,True,True,18.0,1.0,False,0.6047493403693931,0.6548387096774193,,,,0.28465954549323347,0.7590921213152892,High,High,,,,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0093,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,,,False,False,,,False,2.0,True,1.0,False,True,449.0,1.0,False,0.2684696569920844,0.6548387096774193,,,,0.2174036088177717,0.5797429568473912,Moderate,High,,,,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0103,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,6.095000000000001,6.82,False,,False,,,False,666.0,2.0,False,0.17572559366754617,,,0.6095,0.4,0.21609511873350923,0.4501981640281442,Moderate,,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0102,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,4.895,5.15,False,,False,,,False,693.0,2.0,False,0.18284960422163588,,,0.48949999999999994,0.4,0.20551992084432716,0.42816650175901494,Moderate,,,Low,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0147,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,,,False,False,,,False,1.0,True,2.0,False,True,,,False,0.3,0.6774193548387096,,,,0.2293548387096774,0.7774740295243302,Moderate,High,,,,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0413,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,5.0,0.0,False,False,,,False,4.0,True,2.0,False,True,575.0,2.0,False,0.45171503957783643,0.6096774193548387,,,1.0,0.5427623627542769,0.8040923892655953,Moderate,High,,,Moderate,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0234,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.5,0.0,True,False,,,False,,False,3.0,False,False,,,False,0.44999999999999996,,,,0.3,0.18,0.42857142857142855,Moderate,,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0220,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.5,0.0,True,False,,,False,5.0,False,4.0,False,False,517.0,2.0,False,0.7364116094986808,0.5870967741935483,,,0.5,0.4440565154481233,0.65786150436759,High,High,,,Low,Retaining talent and addressing dissatisfaction early; Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0335,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,,,False,False,4.28,4.28,False,2.0,True,1.0,False,True,217.0,1.0,False,0.20725593667546174,0.6548387096774193,,0.42800000000000005,,0.24796086475444717,0.5220228731672573,Moderate,High,,Low,,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0348,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,6.44,6.44,False,,False,3.0,False,False,,,False,0.44999999999999996,,,0.644,0.2,0.21439999999999998,0.41230769230769226,Moderate,,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0347,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,7.07,7.07,False,24.0,False,4.0,False,False,,,False,0.6,0.15806451612903227,,0.7070000000000001,0.4,0.35021612903225807,0.50390809932699,High,Low,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0193,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,5.5,0.0,False,False,,,False,3.0,True,3.0,True,True,878.0,4.0,False,0.6816622691292875,0.632258064516129,,,1.0,0.5943969699548897,0.8805881036368736,High,High,,,Moderate,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0191,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,7.135,8.85,False,,False,,,False,,,False,,,,0.7135,0.2,0.13135000000000002,0.32837500000000003,,,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0215,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.5,0.0,True,False,6.1,6.1,False,13.0,False,,,False,,,False,,0.40645161290322573,,0.61,0.5,0.3126129032258064,0.5436746143057504,,Moderate,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0173,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,8.29,8.29,False,13.0,False,4.0,False,False,580.0,2.0,False,0.7530343007915568,0.40645161290322573,,0.829,0.4,0.45511976338411775,0.5872513075924101,High,Moderate,,High,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0176,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,,,False,8.0,False,4.0,False,False,650.0,2.0,False,0.7715039577836411,0.5193548387096774,,,0.2,0.34413950123414755,0.509836298124663,High,Moderate,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0397,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.6666666666666665,0.0,True,False,7.1,7.1,False,5.0,False,,,False,333.0,2.0,False,0.08786279683377309,0.5870967741935483,,0.71,0.5333333333333333,0.39534675291514165,0.6035828288780788,Low,High,,Moderate,Moderate,Maintaining productivity and ensuring employees meet goals; Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0155,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.5,0.0,True,False,5.47,5.47,False,,False,,,False,,,False,,,,0.5469999999999999,0.5,0.2047,0.5117499999999999,,,,Low,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0163,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,5.244999999999999,6.06,False,18.0,False,,,False,149.0,1.0,False,0.03931398416886544,0.29354838709677417,,0.5245,0.4,0.25369989360796663,0.38732808184422385,Low,Low,,Low,Low,Retaining talent and addressing dissatisfaction early; Maintaining productivity and ensuring employees meet goals,Yes
EMP0087,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,,,False,14.0,False,4.0,False,False,418.0,2.0,False,0.7102902374670185,0.3838709677419354,,,0.4,0.3580257894288875,0.5304085769316852,High,Moderate,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0328,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,,,False,False,,,False,1.0,True,1.0,False,True,410.0,2.0,False,0.25817941952506596,0.6774193548387096,,,,0.2209907226146906,0.589308593639175,Moderate,High,,,,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0322,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,3.0,0.0,False,False,,,False,4.0,True,3.0,True,True,352.0,1.0,False,0.5428759894459103,0.6096774193548387,,,0.6,0.44099455272789173,0.6533252633005803,High,High,,,Moderate,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0251,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.5,0.0,True,False,6.523333333333333,8.29,False,12.0,False,,,False,128.0,2.0,False,0.033773087071240104,0.4290322580645161,,0.6523333333333333,0.5,0.32924601526371033,0.5026656721583364,Low,Moderate,,Moderate,Low,Retaining talent and addressing dissatisfaction early; Maintaining productivity and ensuring employees meet goals,Yes
EMP0248,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,7.564999999999999,8.87,False,,False,,,False,,,False,,,,0.7564999999999998,0.4,0.19565,0.489125,,,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0246,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,8.99,8.99,False,11.0,False,,,False,,,False,,0.4516129032258064,,0.899,0.2,0.2628032258064516,0.4570490883590463,,Moderate,,High,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0310,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,5.39,5.39,False,,False,3.0,False,False,118.0,1.0,False,0.48113456464379944,,,0.5389999999999999,0.2,0.2101269129287599,0.3502115215479331,Moderate,,,Low,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0301,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,6.0,0.0,False,False,7.504999999999999,9.37,False,1.0,True,2.0,True,True,,,False,0.3,0.6774193548387096,,0.7505,1.0,0.6044048387096774,0.8696472499419818,Moderate,High,,Moderate,Moderate,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0306,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.3333333333333335,True,False,8.23,8.59,False,,False,,,False,,,False,,,,0.8230000000000001,0.4,0.2023,0.50575,,,,Moderate,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0261,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,,,False,8.0,False,3.0,False,False,,,False,0.44999999999999996,0.5193548387096774,,,0.2,0.2798387096774193,0.4703171591217131,Moderate,Moderate,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0262,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,3.5,0.0,False,False,5.45,5.45,False,2.0,True,1.0,False,True,87.0,1.0,False,0.1729551451187335,0.6548387096774193,,0.545,0.7,0.46280070644310156,0.5971622018620666,Moderate,High,,Low,Moderate,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0253,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,,,False,False,6.98,9.06,False,2.0,True,4.0,True,True,221.0,1.0,False,0.658311345646438,0.6548387096774193,,0.6980000000000001,,0.36517194654864243,0.7687830453655631,High,High,,Moderate,,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0490,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,5.49,5.49,False,12.0,False,,,False,,,False,,0.4290322580645161,,0.549,0.2,0.22215806451612902,0.3863618513323983,,Moderate,,Low,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0031,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,5.88,5.88,False,,False,,,False,289.0,1.0,False,0.0762532981530343,,,0.588,0.2,0.13405065963060686,0.2792722075637643,Low,,,Low,Low,Retaining talent and addressing dissatisfaction early; Maintaining productivity and ensuring employees meet goals,Yes
EMP0028,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,5.67,5.67,False,13.0,False,3.0,False,False,,,False,0.44999999999999996,0.40645161290322573,,0.567,0.4,0.36831290322580645,0.529946623346484,Moderate,Moderate,,Low,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0465,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,,,False,8.0,False,,,False,125.0,1.0,False,0.032981530343007916,0.5193548387096774,,,0.4,0.2564350157460209,0.46204507341625395,Low,Moderate,,,Low,Retaining talent and addressing dissatisfaction early; Maintaining productivity and ensuring employees meet goals,Yes
EMP0281,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.5,0.0,True,False,,,False,,False,,,False,620.0,2.0,False,0.16358839050131926,,,,0.5,0.18271767810026385,0.48083599500069435,Moderate,,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0455,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.6666666666666665,0.0,True,False,,,False,,False,3.0,False,False,442.0,3.0,False,0.566622691292876,,,,0.5333333333333333,0.2733245382585752,0.5466490765171504,High,,,,Moderate,,No
EMP0235,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,2.0,0.0,True,False,5.21,5.21,False,,False,,,False,25.0,1.0,False,0.006596306068601583,,,0.521,0.4,0.1734192612137203,0.36129012752858397,Low,,,Low,Low,Retaining talent and addressing dissatisfaction early; Maintaining productivity and ensuring employees meet goals,Yes
EMP0491,3,True,Needs break: Low leave utilization,performance,2,Needs break: Low leave utilization; Performance concerns: Low rating or improvement needed,5.0,0.0,False,False,8.04,8.04,False,4.0,True,4.0,True,True,,,False,0.6,0.6096774193548387,,0.8039999999999999,1.0,0.6528193548387096,0.939308424228359,High,High,,Moderate,Moderate,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0273,3,True,Low mood: Average vibe score is below neutral,emotional_wellbeing,1,Low mood: Average vibe score is below neutral,1.0,0.0,True,False,,,False,,False,3.0,False,False,534.0,2.0,False,0.5908970976253298,,,,0.2,0.17817941952506597,0.35635883905013194,High,,,,Low,Retaining talent and addressing dissatisfaction early,Yes
EMP0297,3,True,Overworked: High average working hours,workload,2,Overworked: High average working hours; Needs break: Low leave utilization,4.0,0.0,False,False,9.95,9.95,True,3.0,True,,,False,,,False,,0.632258064516129,,0.9949999999999999,0.8,0.49756451612903224,0.8653295932678823,,High,,High,Moderate,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0422,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,,,False,False,6.07,6.07,False,13.0,False,1.0,True,True,261.0,2.0,False,0.2188654353562005,0.40645161290322573,,0.607,,0.20608599029704655,0.4338652427306243,Moderate,Moderate,,Moderate,,,No
EMP0426,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,4.0,0.0,False,False,,,False,,False,4.0,True,True,230.0,2.0,False,0.6606860158311345,,,,0.8,0.3721372031662269,0.7442744063324538,High,,,,Moderate,,No
EMP0429,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,5.0,0.0,False,False,,,False,19.0,False,2.0,True,True,,,False,0.3,0.27096774193548384,,,1.0,0.42774193548387096,0.7188940092165899,Moderate,Low,,,Moderate,,No
EMP0097,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,3.0,0.0,False,False,8.33,9.66,False,,False,1.0,False,True,,,False,0.15,,,0.833,0.6,0.2933,0.5640384615384615,Low,,,High,Moderate,Maintaining productivity and ensuring employees meet goals; Preventing burnout to maintain long-term productivity and well-being,Yes
EMP0100,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,,,False,False,,,False,8.0,False,2.0,False,True,856.0,2.0,False,0.5258575197889181,0.5193548387096774,,,,0.23501021363520297,0.626693903027208,Moderate,Moderate,,,,,No
EMP0119,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,,,False,False,8.375,8.52,False,,False,1.0,False,True,85.0,1.0,False,0.1724274406332454,,,0.8375,,0.11823548812664908,0.3941182937554969,Moderate,,,High,,,No
EMP0117,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,,,False,False,,,False,,False,2.0,True,True,,,False,0.3,,,,,0.06,0.5,Moderate,,,,,,No
EMP0113,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,,,False,False,,,False,10.0,False,2.0,True,True,401.0,1.0,False,0.40580474934036936,0.47419354838709676,,,,0.19970933696484805,0.5325582319062615,Moderate,Moderate,,,,,No
EMP0421,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,4.0,0.0,False,False,,,False,,False,1.0,False,True,179.0,1.0,False,0.19722955145118734,,,,0.8,0.27944591029023746,0.5588918205804749,Moderate,,,,Moderate,,No
EMP0420,2,False,Overworked: High average working hours,,1,Overworked: High average working hours,,,False,False,9.79,9.79,True,8.0,False,4.0,False,False,,,False,0.6,0.5193548387096774,,0.9789999999999999,,0.3477387096774193,0.8803511637403021,High,Moderate,,High,,,No
EMP0423,2,False,Declining mood: Recent vibe scores are lower than average,,1,Declining mood: Recent vibe scores are lower than average,3.75,-0.4166666666666665,False,True,,,False,12.0,False,3.0,False,False,,,False,0.44999999999999996,0.4290322580645161,,,0.75,0.422258064516129,0.7096774193548387,Moderate,Moderate,,,Moderate,,No
EMP0430,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,5.0,0.0,False,False,6.25,6.25,False,,False,1.0,False,True,189.0,2.0,False,0.19986807387862796,,,0.625,1.0,0.4024736147757256,0.6707893579595425,Moderate,,,Moderate,Moderate,,No
EMP0431,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,5.0,0.0,False,False,,,False,,False,1.0,False,True,261.0,1.0,False,0.2188654353562005,,,,1.0,0.3437730870712401,0.6875461741424802,Moderate,,,,Moderate,,No
EMP0432,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,,,False,False,4.02,4.02,False,,False,3.0,True,True,353.0,2.0,False,0.5431398416886544,,,0.40199999999999997,,0.14882796833773088,0.4960932277924362,High,,,Low,,,No
EMP0434,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,,,False,False,8.69,8.69,False,,False,1.0,True,True,183.0,1.0,False,0.1982849604221636,,,0.869,,0.12655699208443272,0.4218566402814423,Moderate,,,High,,,No
EMP0436,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,,,False,False,7.373333333333332,8.87,False,,False,1.0,False,True,,,False,0.15,,,0.7373333333333332,,0.10373333333333332,0.47151515151515144,Low,,,Moderate,,Maintaining productivity and ensuring employees meet goals,Yes
EMP0442,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,,,False,False,7.2,7.2,False,8.0,False,1.0,True,True,274.0,2.0,False,0.22229551451187335,0.5193548387096774,,0.72,,0.246297812579794,0.5185217106943032,Moderate,Moderate,,Moderate,,,No
EMP0443,2,False,Overworked: High average working hours,,1,Overworked: High average working hours,5.0,0.0,False,False,9.15,9.15,True,12.0,False,,,False,350.0,1.0,False,0.09234828496042218,0.4290322580645161,,0.915,1.0,0.5172277215082135,0.78966064352399,Low,Moderate,,High,Moderate,Maintaining productivity and ensuring employees meet goals; Preventing burnout to maintain long-term productivity and well-being,Yes
EMP0444,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,3.333333333333333,0.0,False,False,,,False,,False,1.0,False,True,72.0,2.0,False,0.16899736147757255,,,,0.6666666666666666,0.2337994722955145,0.467598944591029,Moderate,,,,Moderate,,No
EMP0445,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,4.0,0.0,False,False,5.8,7.06,False,8.0,False,1.0,False,True,92.0,1.0,False,0.17427440633245384,0.5193548387096774,,0.58,0.8,0.4626935909439101,0.5970239883147228,Moderate,Moderate,,Low,Moderate,,No
EMP0074,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,3.0,0.0,False,False,,,False,,False,2.0,False,True,558.0,3.0,False,0.44722955145118737,,,,0.6,0.26944591029023746,0.5388918205804749,Moderate,,,,Moderate,,No
EMP0075,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,,,False,False,,,False,,False,1.0,False,True,285.0,1.0,False,0.22519788918205805,,,,,0.04503957783641161,0.22519788918205805,Moderate,,,,,,No
EMP0498,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,5.0,0.0,False,False,,,False,13.0,False,2.0,True,True,1487.0,4.0,False,0.6923482849604221,0.40645161290322573,,,1.0,0.5400825602178909,0.8001223114339124,High,Moderate,,,Moderate,,No
EMP0023,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,3.0,0.0,False,False,4.92,4.92,False,,False,2.0,False,True,,,False,0.3,,,0.492,0.6,0.2892,0.5561538461538461,Moderate,,,Low,Moderate,,No
EMP0020,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,,,False,False,7.04,9.16,False,9.0,False,2.0,True,True,906.0,2.0,False,0.5390501319261214,0.4967741935483871,,0.704,,0.30240357477232105,0.6366391047838338,High,Moderate,,Moderate,,,No
EMP0481,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,6.0,0.0,False,False,4.9,4.9,False,20.0,False,3.0,True,True,358.0,2.0,False,0.5444591029023746,0.24838709677419354,,0.49000000000000005,1.0,0.5199885947740233,0.6709530255148688,High,Low,,Low,Moderate,,No
EMP0101,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,4.0,0.0,False,False,8.58,8.58,False,21.0,False,2.0,True,True,,,False,0.3,0.22580645161290325,,0.858,0.8,0.4422516129032258,0.6363332559758644,Moderate,Low,,High,Moderate,,No
EMP0108,2,False,Overworked: High average working hours,,1,Overworked: High average working hours,4.5,0.0,False,False,9.58,9.58,True,5.0,False,4.0,False,False,309.0,1.0,False,0.6815303430079156,0.5870967741935483,,0.958,0.9,0.6488802621499702,0.8372648543870584,High,High,,High,Moderate,Reducing absenteeism and ensuring smooth onboarding processes,Yes
EMP0110,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,4.0,0.0,False,False,6.67,6.67,False,10.0,False,4.0,True,True,,,False,0.6,0.47419354838709676,,0.667,0.8,0.5452483870967741,0.7845300533766534,High,Moderate,,Moderate,Moderate,,No
EMP0024,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,5.0,0.0,False,False,,,False,19.0,False,1.0,False,True,414.0,1.0,False,0.25923482849604224,0.27096774193548384,,,1.0,0.4195889011830794,0.6216131869378954,Moderate,Low,,,Moderate,,No
EMP0495,2,False,Performance concerns: Low rating or improvement needed,,1,Performance concerns: Low rating or improvement needed,,,False,False,5.21,5.21,False,19.0,False,4.0,True,True,450.0,2.0,False,0.7187335092348285,0.27096774193548384,,0.521,,0.2635886373308367,0.5549234470122878,High,Low,,Low,,,No
